"YEAR","MONTH","DAY","STID","TMAX","TMIN","HAVG","WSMX","WSMN","RAIN","SAVG"
2016,3,9,TULN,61.34,51.26,95.27,9.09,0.00,0.04,55.31
2016,3,10,ALTU,66.20,49.01,78.86,20.62,4.42,0.00,58.60
2016,3,10,BEAV,71.40,31.60,62.20,13.16,0.62,0.00,54.41
2016,3,10,NRMN,68.83,54.36,72.76,20.42,3.11,0.00,57.05
2016,3,10,TISH,62.98,56.62,87.49,19.75,6.93,0.01,57.88
2016,3,10,TULN,65.07,51.69,72.32,15.63,2.42,0.00,56.04
2016,3,11,ALTU,67.01,46.12,76.53,18.03,4.49,0.27,57.59
2016,3,11,BEAV,71.04,28.62,47.92,15.05,0.32,0.00,54.10
2016,3,11,NRMN,65.97,49.68,74.94,14.67,4.48,0.17,56.26
2016,3,11,TISH,58.55,52.41,87.57,15.91,5.89,0.28,56.41
2016,3,11,TULN,64.22,45.76,80.90,11.37,2.08,0.15,54.77
2016,3,12,ALTU,65.44,54.16,91.81,14.82,2.99,0.04,58.73
2016,3,12,BEAV,61.39,40.10,81.20,22.26,0.00,0.02,53.75
2016,3,12,NRMN,66.15,53.80,92.22,10.91,2.03,0.01,57.00
2016,3,12,TISH,65.97,55.33,93.76,11.42,1.99,0.00,58.34
2016,3,12,TULN,66.56,53.29,91.68,8.39,0.00,0.00,55.93
2016,3,13,ALTU,71.35,47.55,85.19,17.38,0.25,0.01,58.81
2016,3,13,BEAV,74.88,40.88,64.08,20.65,0.82,0.05,55.77
2016,3,13,NRMN,67.53,50.34,82.99,16.25,1.16,0.01,57.87
2016,3,13,TISH,71.55,50.90,74.21,18.81,0.91,0.00,59.45
2016,3,13,TULN,69.42,50.36,88.35,11.42,0.31,0.06,56.90
2016,3,14,ALTU,84.31,46.28,63.25,27.40,0.94,0.00,59.95
2016,3,14,BEAV,84.09,31.33,43.52,25.10,0.49,0.00,55.55
2016,3,14,NRMN,82.45,47.17,58.64,16.28,1.91,0.00,57.96
2016,3,14,TISH,80.22,44.99,64.76,19.42,0.00,0.00,59.92
2016,3,14,TULN,-996.00,-996.00,-996.00,-996.00,-996.00,0.00,-996.00
2016,3,15,ALTU,74.23,45.16,48.87,25.50,3.74,0.00,59.30
2016,3,15,BEAV,63.34,33.65,25.21,29.55,0.13,0.00,55.33
2016,3,15,NRMN,72.14,49.35,37.62,28.57,1.74,0.00,58.02
2016,3,15,TISH,76.01,50.09,47.73,20.27,0.92,0.00,59.99
2016,3,15,TULN,74.17,51.19,41.90,21.81,1.74,0.00,57.92
2016,3,16,ALTU,69.58,36.77,52.92,18.59,0.20,0.00,57.50
2016,3,16,BEAV,62.26,23.58,38.12,15.27,1.08,0.00,53.18
2016,3,16,NRMN,69.64,36.90,37.53,17.08,0.00,0.00,56.28
2016,3,16,TISH,71.42,44.01,37.40,13.20,0.00,0.00,58.65
2016,3,16,TULN,66.04,43.55,36.79,10.27,0.00,0.00,55.32
2016,3,17,ALTU,66.81,43.13,58.43,19.91,3.17,0.00,57.27
2016,3,17,BEAV,68.94,24.27,39.12,19.13,1.01,0.00,53.46
2016,3,17,NRMN,69.89,48.74,40.09,16.40,1.28,0.00,56.83
2016,3,17,TISH,62.62,48.96,54.68,17.48,2.16,0.01,55.58
2016,3,17,TULN,70.97,41.67,39.98,7.22,0.00,0.00,54.87
2016,3,18,ALTU,55.90,40.18,73.69,26.96,5.28,0.06,55.41
2016,3,18,BEAV,44.05,22.95,77.22,22.46,3.99,0.00,51.31
2016,3,18,NRMN,56.28,37.73,63.06,26.57,1.64,0.00,55.34
2016,3,18,TISH,55.78,38.72,77.59,24.11,3.91,0.83,55.05
2016,3,18,TULN,57.83,40.19,59.29,23.71,0.32,0.00,53.58
2016,3,19,ALTU,58.17,30.36,54.96,16.89,3.85,0.00,53.25
2016,3,19,BEAV,51.22,19.32,54.64,19.22,1.41,0.00,48.24
2016,3,19,NRMN,55.69,33.11,51.15,21.14,5.78,0.00,52.60
2016,3,19,TISH,56.37,35.31,54.11,21.79,4.80,0.00,51.67
2016,3,19,TULN,56.21,32.52,49.40,17.81,2.06,0.00,51.53
2016,3,20,ALTU,55.18,25.62,54.92,12.86,1.19,0.00,52.83
2016,3,20,BEAV,54.95,12.42,47.71,12.18,1.15,0.00,48.78
2016,3,20,NRMN,50.40,28.19,52.46,19.42,0.32,0.00,51.19
2016,3,20,TISH,52.21,30.83,54.72,20.40,1.54,0.00,50.16
2016,3,20,TULN,52.25,33.14,48.75,15.71,0.00,0.00,50.04
2016,3,21,ALTU,71.24,29.82,51.93,29.10,3.47,0.00,53.27
2016,3,21,BEAV,81.54,37.73,29.86,28.70,8.56,0.00,52.15
2016,3,21,NRMN,66.83,30.76,45.63,23.78,1.56,0.00,50.87
2016,3,21,TISH,63.21,27.45,60.55,23.44,0.00,0.00,50.48
2016,3,21,TULN,66.72,35.46,42.94,21.70,1.55,0.00,50.19
2016,3,22,ALTU,82.80,40.33,52.53,31.41,5.84,0.00,55.50
2016,3,22,BEAV,89.47,54.32,18.30,33.55,5.59,0.00,55.95
2016,3,22,NRMN,75.88,47.70,50.21,23.26,12.53,0.00,53.77
2016,3,22,TISH,72.18,46.63,59.46,28.32,10.55,0.00,53.95
2016,3,22,TULN,75.49,51.78,46.41,24.61,11.78,0.00,52.77
2016,3,23,ALTU,77.50,45.57,42.23,33.98,9.38,0.00,58.60
2016,3,23,BEAV,68.79,37.03,32.80,40.47,9.57,0.00,56.94
2016,3,23,NRMN,80.67,46.51,50.07,29.89,11.93,0.00,57.85
2016,3,23,TISH,78.96,57.31,71.23,26.60,2.21,0.46,60.19
2016,3,23,TULN,81.09,52.90,50.57,28.45,10.79,0.00,56.31
2016,3,24,ALTU,61.72,37.71,43.14,35.08,2.64,0.00,56.17
2016,3,24,BEAV,58.23,28.41,44.99,32.10,1.92,0.00,54.48
2016,3,24,NRMN,57.69,37.10,46.82,31.23,0.00,0.00,55.50
2016,3,24,TISH,58.68,36.83,52.90,22.82,3.28,0.00,56.44
2016,3,24,TULN,59.65,40.18,49.82,20.51,1.35,0.00,54.61
2016,3,25,ALTU,71.60,31.79,51.55,27.83,2.28,0.00,55.04
2016,3,25,BEAV,75.76,31.19,34.26,30.22,0.42,0.00,54.41
2016,3,25,NRMN,66.94,28.48,47.92,17.47,0.00,0.00,53.68
2016,3,25,TISH,65.41,31.95,59.25,17.40,1.65,0.00,54.82
2016,3,25,TULN,64.35,32.85,51.26,12.19,0.00,0.00,52.74
2016,3,26,ALTU,71.55,43.58,64.24,31.07,2.92,0.07,56.70
2016,3,26,BEAV,57.99,32.17,59.52,23.58,2.25,0.00,55.94
2016,3,26,NRMN,73.60,49.30,54.03,20.27,1.48,0.00,56.94
2016,3,26,TISH,72.48,48.15,64.80,19.48,1.08,0.00,57.76
2016,3,26,TULN,73.42,47.44,54.98,16.15,2.20,0.00,54.94
2016,3,27,ALTU,61.20,38.95,61.43,26.49,2.17,0.00,56.43
2016,3,27,BEAV,55.71,23.72,73.29,14.59,2.68,0.41,52.17
2016,3,27,NRMN,57.31,37.51,68.47,24.07,0.00,0.05,56.21
2016,3,27,TISH,58.73,37.43,73.46,23.11,0.41,0.00,57.44
2016,3,27,TULN,58.23,39.44,68.95,14.49,1.58,0.11,54.25
2016,3,28,ALTU,70.38,32.72,59.77,21.47,0.09,0.00,55.76
2016,3,28,BEAV,76.06,33.02,43.11,30.20,2.62,0.00,51.37
2016,3,28,NRMN,70.05,31.23,51.05,14.56,0.00,0.00,54.42
2016,3,28,TISH,67.42,31.79,59.26,14.15,1.36,0.00,56.32
2016,3,28,TULN,68.27,33.45,49.07,11.10,0.00,0.00,52.60
2016,3,29,ALTU,73.98,47.82,71.96,28.32,9.12,0.00,56.62
2016,3,29,BEAV,73.02,48.60,59.28,34.45,1.59,0.00,55.68
2016,3,29,NRMN,72.30,50.90,56.68,23.64,6.95,0.00,56.83
2016,3,29,TISH,72.03,47.55,61.53,24.11,2.69,0.00,57.96
2016,3,29,TULN,73.38,47.30,41.58,19.28,2.56,0.00,53.98
2016,3,30,ALTU,85.77,55.87,58.48,23.40,3.96,0.00,61.20
2016,3,30,BEAV,76.28,46.26,38.11,34.92,3.78,0.00,59.48
2016,3,30,NRMN,83.08,61.30,77.73,18.84,5.25,0.07,61.02
2016,3,30,TISH,76.96,62.62,89.19,23.38,3.80,0.15,62.60
2016,3,30,TULN,77.31,64.13,78.07,16.04,2.35,0.31,57.02
2016,3,31,ALTU,70.77,46.49,37.05,24.11,2.97,0.00,60.64
2016,3,31,BEAV,62.13,32.33,49.26,23.38,6.08,0.00,56.17
2016,3,31,NRMN,65.98,48.58,44.86,22.59,1.86,0.00,60.22
2016,3,31,TISH,69.12,49.19,56.44,15.60,3.00,0.00,62.80
2016,3,31,TULN,68.58,51.19,53.65,15.75,2.34,0.00,58.12
2016,4,1,ALTU,59.95,37.73,44.69,20.45,1.72,0.00,57.91
2016,4,1,BEAV,59.49,27.33,40.90,22.82,1.88,0.00,54.35
2016,4,1,NRMN,60.62,44.28,48.35,17.53,0.38,0.00,57.23
2016,4,1,TISH,62.92,42.63,48.58,17.55,2.75,0.00,58.66
2016,4,1,TULN,62.40,44.19,42.94,15.07,0.78,0.00,55.86
2016,4,2,ALTU,74.44,31.09,48.75,11.62,1.76,0.00,57.18
2016,4,2,BEAV,72.55,26.22,41.18,15.79,1.58,0.00,54.57
2016,4,2,NRMN,70.16,31.67,49.02,15.48,0.00,0.00,55.99
2016,4,2,TISH,68.02,35.61,50.23,14.38,0.00,0.00,57.82
2016,4,2,TULN,70.86,35.44,39.43,13.80,0.06,0.00,54.61
2016,4,3,ALTU,78.35,37.95,42.58,25.46,1.99,0.00,58.76
2016,4,3,BEAV,82.33,37.06,30.56,20.20,1.21,0.00,57.27
2016,4,3,NRMN,77.04,45.09,37.86,21.07,2.66,0.00,57.44
2016,4,3,TISH,75.07,36.78,58.32,20.38,0.00,0.00,59.17
2016,4,3,TULN,79.16,46.81,34.26,18.72,0.76,0.00,55.98
2016,4,4,ALTU,85.44,39.60,44.36,15.69,0.07,0.00,59.61
2016,4,4,BEAV,80.26,38.69,37.76,16.98,1.00,0.00,59.22
2016,4,4,NRMN,82.96,49.51,35.25,15.38,0.84,0.00,59.89
2016,4,4,TISH,83.48,44.70,49.51,12.52,1.88,0.00,62.18
2016,4,4,TULN,78.71,51.71,38.17,17.00,0.00,0.00,57.72
2016,4,5,ALTU,88.74,50.88,40.62,31.65,7.32,0.00,61.53
2016,4,5,BEAV,91.49,53.46,30.88,38.83,11.83,0.00,61.42
2016,4,5,NRMN,85.78,55.20,34.45,25.90,3.76,0.00,61.20
2016,4,5,TISH,82.63,51.22,48.08,24.54,1.55,0.00,63.92
2016,4,5,TULN,86.59,46.98,41.25,22.88,0.00,0.00,58.16
2016,4,6,ALTU,78.73,45.72,31.83,34.31,0.33,0.00,62.24
2016,4,6,BEAV,74.48,36.09,27.78,33.38,0.45,0.00,60.85
2016,4,6,NRMN,73.02,49.06,35.83,30.87,1.15,0.00,61.59
2016,4,6,TISH,73.58,43.57,40.82,24.43,0.51,0.00,64.01
2016,4,6,TULN,73.22,56.37,35.68,22.77,2.48,0.00,59.77
2016,4,7,ALTU,78.73,39.38,42.05,24.05,1.63,0.00,60.76
2016,4,7,BEAV,72.90,38.06,35.67,20.09,1.19,0.00,60.57
2016,4,7,NRMN,77.36,48.29,31.82,22.48,0.56,0.00,60.52
2016,4,7,TISH,79.84,41.44,43.60,16.95,1.49,0.00,62.94
2016,4,7,TULN,75.94,49.17,31.41,18.92,0.32,0.00,58.69
2016,4,8,ALTU,72.77,42.25,41.37,12.41,0.07,0.00,60.83
2016,4,8,BEAV,76.96,32.38,43.08,19.82,0.02,0.00,60.18
2016,4,8,NRMN,71.08,41.41,35.34,14.03,0.00,0.00,60.49
2016,4,8,TISH,71.51,41.16,44.40,14.15,0.04,0.00,63.05
2016,4,8,TULN,71.06,42.92,32.58,12.17,0.71,0.00,58.14
2016,4,9,ALTU,68.76,54.72,61.38,25.55,0.07,0.00,61.37
2016,4,9,BEAV,77.47,51.87,49.91,33.49,10.40,0.01,61.77
2016,4,9,NRMN,74.08,49.19,54.68,23.26,1.47,0.00,59.50
2016,4,9,TISH,66.76,40.93,77.48,13.88,0.00,0.06,60.04
2016,4,9,TULN,74.88,43.51,48.52,19.84,0.00,0.00,58.07
2016,4,10,ALTU,87.33,49.50,78.47,37.18,1.09,1.34,63.16
2016,4,10,BEAV,84.81,48.70,37.57,33.71,2.10,0.02,64.08
2016,4,10,NRMN,84.74,56.25,70.31,31.34,6.54,0.47,62.30
2016,4,10,TISH,76.01,54.66,79.97,24.14,6.41,0.01,63.01
2016,4,10,TULN,81.88,59.13,64.24,26.60,0.93,0.09,60.90
2016,4,11,ALTU,67.87,47.43,85.30,29.37,1.21,0.01,61.60
2016,4,11,BEAV,54.32,40.97,85.74,24.47,0.51,0.34,59.01
2016,4,11,NRMN,68.25,49.37,81.54,21.61,0.93,0.36,62.24
2016,4,11,TISH,69.35,51.73,86.50,21.97,0.51,1.34,63.75
2016,4,11,TULN,63.75,50.25,70.78,21.59,2.10,0.75,61.27
2016,4,12,ALTU,63.18,46.71,74.19,13.37,0.07,0.07,60.37
2016,4,12,BEAV,68.56,43.45,59.76,17.05,1.90,0.00,57.97
2016,4,12,NRMN,67.66,42.81,60.71,13.21,0.46,0.00,60.43
2016,4,12,TISH,65.66,48.65,72.90,12.55,0.00,0.06,62.49
2016,4,12,TULN,68.25,43.29,48.84,9.79,0.06,0.00,59.68
2016,4,13,ALTU,66.25,52.74,91.21,12.12,0.07,0.21,61.75
2016,4,13,BEAV,75.06,46.80,60.42,15.69,0.55,0.00,59.68
2016,4,13,NRMN,62.19,52.65,85.33,13.55,0.11,0.19,62.28
2016,4,13,TISH,61.97,50.70,86.92,10.57,0.55,0.16,62.36
2016,4,13,TULN,62.22,48.96,74.34,10.01,0.00,0.21,59.48
2016,4,14,ALTU,64.27,47.80,93.35,16.27,1.55,0.01,61.17
2016,4,14,BEAV,78.82,52.32,68.01,27.51,2.72,0.00,62.96
2016,4,14,NRMN,-996.00,-996.00,78.70,10.30,0.13,0.00,62.14
2016,4,14,TISH,69.04,52.92,78.93,8.69,0.72,0.00,64.66
2016,4,14,TULN,72.07,48.18,69.07,7.81,0.00,0.00,60.44
2016,4,15,ALTU,73.22,49.42,83.86,24.20,3.77,0.01,61.93
2016,4,15,BEAV,74.88,54.95,69.82,30.38,7.93,0.00,62.50
2016,4,15,NRMN,74.08,54.75,73.57,18.84,5.16,0.00,63.59
2016,4,15,TISH,71.87,50.99,82.40,13.49,2.00,0.00,65.17
2016,4,15,TULN,73.53,53.74,68.33,12.28,2.26,0.00,62.10
2016,4,16,ALTU,67.75,57.67,90.85,28.16,2.38,3.40,62.21
2016,4,16,BEAV,60.55,50.36,88.84,32.30,2.49,0.61,60.27
2016,4,16,NRMN,75.83,62.11,77.46,25.03,10.67,0.00,64.49
2016,4,16,TISH,73.15,61.47,84.41,17.58,6.80,0.00,66.05
2016,4,16,TULN,68.86,60.89,80.95,14.16,4.76,0.00,62.55
2016,4,17,ALTU,63.75,53.94,96.38,24.76,1.28,0.87,61.81
2016,4,17,BEAV,56.23,44.44,90.11,19.62,3.30,0.28,56.46
2016,4,17,NRMN,-996.00,-996.00,92.22,20.71,0.23,2.70,63.73
2016,4,17,TISH,64.89,59.23,94.57,17.01,1.49,1.95,64.20
2016,4,17,TULN,69.73,61.30,88.04,13.15,0.60,0.77,62.39
2016,4,18,ALTU,67.69,49.71,85.16,24.07,1.33,0.01,62.07
2016,4,18,BEAV,63.32,39.86,70.39,16.77,2.04,0.00,57.18
2016,4,18,NRMN,-996.00,-996.00,89.46,17.15,0.10,0.08,64.11
2016,4,18,TISH,66.88,61.05,96.40,10.11,0.38,0.32,65.41
2016,4,18,TULN,64.94,59.67,92.80,9.64,0.05,1.09,62.76
2016,4,19,ALTU,71.31,55.63,93.98,31.38,0.36,0.96,62.62
2016,4,19,BEAV,54.91,42.97,91.60,12.54,0.00,0.30,55.69
2016,4,19,NRMN,-996.00,-996.00,89.54,21.50,0.10,1.51,64.59
2016,4,19,TISH,73.17,59.49,89.86,16.36,0.26,0.77,66.55
2016,4,19,TULN,64.13,57.67,95.55,12.28,0.00,1.27,62.79
2016,4,20,ALTU,67.33,53.08,86.27,20.13,1.38,0.27,62.54
2016,4,20,BEAV,68.63,37.92,78.13,18.16,0.86,0.01,57.30
2016,4,20,NRMN,-996.00,-996.00,82.11,15.22,0.00,0.00,65.33
2016,4,20,TISH,70.11,53.87,87.74,9.17,0.00,0.24,67.92
2016,4,20,TULN,71.20,55.47,77.69,9.25,0.88,0.01,63.56
2016,4,21,ALTU,74.75,50.94,75.57,15.20,0.19,0.01,63.55
2016,4,21,BEAV,73.71,39.57,65.18,17.53,2.49,0.01,59.26
2016,4,21,NRMN,72.16,51.57,71.32,16.59,0.00,0.00,65.80
2016,4,21,TISH,75.16,53.56,75.04,12.67,0.01,0.00,68.46
2016,4,21,TULN,73.96,52.36,64.88,12.93,0.45,0.00,63.91
2016,4,22,ALTU,77.61,50.00,65.58,8.80,0.90,0.01,64.21
2016,4,22,BEAV,80.67,38.42,52.88,19.57,2.88,0.00,62.12
2016,4,22,NRMN,77.77,49.86,63.53,13.05,0.00,0.00,66.41
2016,4,22,TISH,78.58,51.24,67.74,11.19,0.00,0.00,69.08
2016,4,22,TULN,79.02,52.66,58.20,13.30,0.01,0.00,64.31
2016,4,23,ALTU,82.81,50.07,64.78,22.32,0.08,0.00,64.92
2016,4,23,BEAV,87.06,56.12,44.27,32.44,4.99,0.00,65.11
2016,4,23,NRMN,79.66,49.75,60.98,15.17,0.00,0.00,66.89
2016,4,23,TISH,78.73,50.25,68.81,14.51,0.00,0.00,69.87
2016,4,23,TULN,82.38,49.35,58.32,13.03,0.00,0.00,65.22
2016,4,24,ALTU,82.71,58.57,71.14,26.60,5.77,0.00,66.09
2016,4,24,BEAV,86.74,51.13,42.61,30.40,0.50,0.00,68.08
2016,4,24,NRMN,77.63,60.37,66.32,22.15,6.66,0.00,66.82
2016,4,24,TISH,76.39,56.61,72.78,25.14,3.64,0.00,70.10
2016,4,24,TULN,79.99,62.10,54.31,20.15,3.64,0.00,66.29
2016,4,25,ALTU,92.25,59.95,67.44,17.78,5.83,0.00,67.55
2016,4,25,BEAV,81.77,45.79,60.60,16.12,1.27,0.00,67.87
2016,4,25,NRMN,83.41,66.15,76.68,15.66,8.34,0.00,68.58
2016,4,25,TISH,82.49,63.73,79.49,20.78,7.65,0.00,72.33
2016,4,25,TULN,82.17,66.22,71.25,13.92,4.05,0.00,66.70
2016,4,26,ALTU,87.60,58.41,81.92,19.73,0.61,0.30,68.76
2016,4,26,BEAV,80.46,42.16,47.19,35.88,0.65,0.03,67.79
2016,4,26,NRMN,77.61,57.40,84.12,32.46,2.77,1.32,69.11
2016,4,26,TISH,81.52,59.34,79.86,28.36,1.83,0.96,73.24
2016,4,26,TULN,82.42,59.29,76.26,26.17,0.95,0.97,67.95
2016,4,27,ALTU,76.73,49.96,69.01,21.30,2.03,0.01,66.88
2016,4,27,BEAV,69.19,41.34,53.63,27.25,2.81,0.00,63.88
2016,4,27,NRMN,72.09,51.82,75.78,16.43,0.00,0.00,68.28
2016,4,27,TISH,75.90,55.00,79.26,13.07,0.76,0.00,71.81
2016,4,27,TULN,72.39,57.15,71.14,16.98,1.26,0.01,67.91
2016,4,28,ALTU,79.02,51.21,71.84,21.32,6.54,0.00,66.13
2016,4,28,BEAV,68.94,43.70,63.10,22.77,2.70,0.37,63.93
2016,4,28,NRMN,76.48,49.66,62.26,14.26,0.00,0.00,67.36
2016,4,28,TISH,78.01,52.23,67.68,15.10,1.04,0.00,70.75
2016,4,28,TULN,72.03,49.06,62.84,8.04,0.00,0.00,66.50
2016,4,29,ALTU,75.40,50.97,87.31,28.92,7.12,0.17,66.10
2016,4,29,BEAV,52.11,41.28,96.42,30.47,1.83,2.47,53.02
2016,4,29,NRMN,71.92,54.61,92.32,19.08,2.64,1.12,66.13
2016,4,29,TISH,75.02,58.98,92.11,16.24,2.59,2.18,69.99
2016,4,29,TULN,73.13,55.63,86.33,19.48,0.09,0.75,66.07
2016,4,30,ALTU,72.50,46.13,66.05,17.32,1.52,0.00,64.71
2016,4,30,BEAV,60.12,35.87,69.30,22.01,5.78,0.00,53.48
2016,4,30,NRMN,70.43,48.61,72.64,16.09,1.67,0.00,67.06
2016,4,30,TISH,72.75,56.37,85.65,11.92,3.10,0.00,69.28
2016,4,30,TULN,69.06,53.87,76.18,12.47,0.52,0.00,67.12
2016,5,1,ALTU,65.55,45.18,62.42,22.41,6.02,0.01,63.66
2016,5,1,BEAV,50.63,38.79,77.77,25.41,3.35,0.01,50.84
2016,5,1,NRMN,64.51,46.28,67.58,17.94,1.34,0.01,66.70
2016,5,1,TISH,68.04,51.06,67.99,19.75,3.18,0.07,67.86
2016,5,1,TULN,67.75,48.06,68.70,12.29,1.23,0.00,65.64
2016,5,2,ALTU,69.60,43.70,64.79,18.32,4.45,0.00,62.76
2016,5,2,BEAV,63.41,35.22,63.38,13.86,0.00,0.01,54.48
2016,5,2,NRMN,63.41,45.67,71.37,18.03,0.00,0.00,64.87
2016,5,2,TISH,60.58,45.17,82.03,16.78,0.00,0.00,64.12
2016,5,2,TULN,61.45,48.81,75.49,9.82,0.00,0.00,64.06
2016,5,3,ALTU,73.45,43.64,72.09,26.06,2.00,0.02,62.17
2016,5,3,BEAV,71.28,38.41,57.80,20.96,1.28,0.00,57.99
2016,5,3,NRMN,70.63,40.49,66.91,10.53,0.00,0.00,63.98
2016,5,3,TISH,71.01,41.12,72.26,8.36,0.00,0.01,65.57
2016,5,3,TULN,71.65,42.45,63.24,7.76,0.00,0.00,63.21
2016,5,4,ALTU,84.56,44.75,58.64,14.96,3.44,0.00,64.09
2016,5,4,BEAV,79.54,37.29,54.70,13.04,1.22,0.00,62.32
2016,5,4,NRMN,80.10,49.21,59.58,19.69,0.00,0.00,66.27
2016,5,4,TISH,80.31,49.08,64.52,14.90,1.73,0.00,68.33
2016,5,4,TULN,77.43,54.00,48.74,15.00,1.20,0.00,64.87
2016,5,5,ALTU,84.81,50.52,54.43,10.30,0.07,0.00,66.90
2016,5,5,BEAV,85.32,43.97,53.17,16.39,0.00,0.00,66.26
2016,5,5,NRMN,79.18,46.39,53.74,9.62,0.00,0.00,66.78
2016,5,5,TISH,77.83,46.36,61.73,9.21,0.62,0.00,69.56
2016,5,5,TULN,78.01,48.45,52.44,8.71,0.00,0.00,65.02
2016,5,6,ALTU,86.49,52.99,54.26,20.96,2.40,0.00,68.22
2016,5,6,BEAV,86.94,52.03,49.27,26.73,4.71,0.00,68.78
2016,5,6,NRMN,80.62,47.98,58.74,10.84,0.00,0.00,67.34
2016,5,6,TISH,78.80,46.92,66.23,8.69,0.49,0.00,71.51
2016,5,6,TULN,81.12,49.01,56.23,8.58,0.00,0.00,66.25
2016,5,7,ALTU,87.12,55.85,57.08,28.21,5.70,0.00,68.50
2016,5,7,BEAV,86.14,58.30,46.83,28.88,0.83,0.00,70.81
2016,5,7,NRMN,80.33,57.25,59.83,16.93,4.19,0.00,68.17
2016,5,7,TISH,80.64,49.66,70.74,18.99,0.00,0.00,71.74
2016,5,7,TULN,83.89,59.81,50.45,18.34,3.27,0.00,67.89
2016,5,8,ALTU,87.71,61.59,70.66,36.33,2.66,0.04,69.87
2016,5,8,BEAV,86.83,49.87,51.62,30.49,1.03,0.01,71.39
2016,5,8,NRMN,75.15,64.45,79.05,18.57,5.34,0.00,67.76
2016,5,8,TISH,73.53,59.72,88.59,24.34,0.94,0.20,69.17
2016,5,8,TULN,73.83,64.90,74.44,19.24,3.58,0.00,67.86
2016,5,9,ALTU,90.28,62.02,48.82,30.42,2.88,0.00,70.51
2016,5,9,BEAV,78.67,48.45,41.45,24.25,0.91,0.00,69.64
2016,5,9,NRMN,77.79,63.16,75.91,18.77,2.55,0.02,68.82
2016,5,9,TISH,78.13,59.23,90.35,24.79,1.14,1.01,69.03
2016,5,9,TULN,77.63,63.45,76.84,22.57,0.88,0.06,67.98
2016,5,10,ALTU,98.58,52.68,45.39,25.61,1.10,0.00,71.13
2016,5,10,BEAV,91.74,41.91,48.31,20.62,1.64,0.00,70.65
2016,5,10,NRMN,89.47,52.05,60.70,16.13,0.00,0.00,69.85
2016,5,10,TISH,87.87,59.52,80.84,18.34,1.27,0.03,73.61
2016,5,10,TULN,88.11,58.33,65.97,12.78,0.06,0.00,69.24
2016,5,11,ALTU,85.93,60.15,57.76,21.56,1.06,0.00,73.28
2016,5,11,BEAV,76.01,51.01,54.38,26.02,6.53,0.01,72.26
2016,5,11,NRMN,83.89,64.90,62.42,19.37,0.81,0.00,71.68
2016,5,11,TISH,83.39,59.50,74.99,16.55,0.00,0.00,76.42
2016,5,11,TULN,84.16,68.41,63.79,20.09,3.25,0.00,71.49
2016,5,12,ALTU,81.34,59.40,53.15,37.20,1.69,0.00,73.66
2016,5,12,BEAV,76.28,44.16,57.72,13.61,0.40,0.00,72.08
2016,5,12,NRMN,78.48,54.64,59.85,18.28,0.00,0.06,72.66
2016,5,12,TISH,77.72,55.36,72.30,17.92,0.37,0.04,75.53
2016,5,12,TULN,76.86,57.74,62.32,18.77,0.00,0.14,71.11
2016,5,13,ALTU,88.65,55.00,61.38,23.20,0.80,0.00,72.75
2016,5,13,BEAV,88.79,49.64,51.81,29.48,1.99,0.00,72.56
2016,5,13,NRMN,82.53,51.08,57.56,20.00,0.57,0.08,71.02
2016,5,13,TISH,79.23,48.90,68.52,13.10,0.00,0.00,74.59
2016,5,13,TULN,82.89,54.27,50.92,19.17,0.00,0.00,69.65
2016,5,14,ALTU,65.86,50.86,55.72,27.11,3.40,0.00,70.46
2016,5,14,BEAV,60.67,43.30,54.97,15.13,3.28,0.01,67.86
2016,5,14,NRMN,63.93,51.13,54.86,24.85,3.93,0.00,70.04
2016,5,14,TISH,66.36,52.52,65.34,21.45,1.57,0.00,71.42
2016,5,14,TULN,63.19,49.28,50.40,19.04,0.87,0.00,68.17
2016,5,15,ALTU,57.60,51.10,76.44,12.18,1.76,0.42,66.01
2016,5,15,BEAV,59.83,48.31,58.02,18.68,2.06,0.00,65.08
2016,5,15,NRMN,66.47,50.50,60.21,12.85,2.66,0.00,67.65
2016,5,15,TISH,67.98,54.25,66.26,13.16,4.49,0.00,68.77
2016,5,15,TULN,68.16,51.84,52.17,12.06,1.14,0.11,67.24
2016,5,16,ALTU,81.10,55.62,85.45,20.69,6.14,0.03,66.77
2016,5,16,BEAV,74.28,48.38,84.22,21.88,0.22,0.71,64.35
2016,5,16,NRMN,73.44,55.99,83.46,13.16,1.71,0.06,67.17
2016,5,16,TISH,75.58,59.14,80.32,17.30,2.89,0.05,70.12
2016,5,16,TULN,65.59,55.24,92.78,11.01,1.11,0.73,66.13
2016,5,17,ALTU,62.01,53.83,92.30,25.41,0.26,0.96,66.41
2016,5,17,BEAV,55.38,47.21,85.96,18.16,1.25,0.00,60.21
2016,5,17,NRMN,67.19,55.36,87.83,24.05,2.19,0.83,66.59
2016,5,17,TISH,68.29,55.09,89.83,19.51,1.45,1.11,68.38
2016,5,17,TULN,63.75,54.75,87.85,15.33,0.98,0.42,65.49
2016,5,18,ALTU,66.78,52.66,79.11,16.57,0.19,0.00,65.84
2016,5,18,BEAV,66.97,41.33,70.14,15.70,0.87,0.01,60.88
2016,5,18,NRMN,63.45,50.68,78.21,16.52,0.22,0.00,65.84
2016,5,18,TISH,59.58,53.89,86.06,15.37,3.46,0.00,64.55
2016,5,18,TULN,67.44,52.61,70.85,14.30,0.00,0.00,64.72
