"YEAR","MONTH","DAY","STID","TMAX","TMIN","HAVG","WSMX","WSMN","RAIN","SAVG"
2016,5,19,ALTU,62.17,53.20,94.84,11.29,0.08,0.19,65.68
2016,5,19,BEAV,63.82,49.23,77.14,14.72,4.23,0.00,62.16
2016,5,19,NRMN,60.73,50.85,91.82,11.35,0.00,0.31,64.04
2016,5,19,TISH,60.94,56.93,90.17,12.18,0.78,0.01,64.66
2016,5,19,TULN,63.37,49.01,88.84,10.72,0.00,0.25,63.74
2016,5,20,ALTU,76.17,55.53,84.78,13.60,0.07,0.00,66.79
2016,5,20,BEAV,77.05,50.25,77.26,18.37,1.93,0.00,64.26
2016,5,20,NRMN,74.80,56.03,83.09,13.67,0.00,0.00,65.50
2016,5,20,TISH,75.06,58.24,83.37,7.11,0.39,0.00,68.91
2016,5,20,TULN,70.61,56.95,87.46,5.17,0.00,0.15,64.65
2016,5,21,ALTU,84.94,63.82,82.34,22.64,8.15,0.00,69.37
2016,5,21,BEAV,87.17,58.91,72.44,25.84,8.50,0.00,70.56
2016,5,21,NRMN,81.34,62.38,75.31,15.39,3.57,0.00,68.56
2016,5,21,TISH,80.04,57.81,82.52,9.77,1.96,0.00,72.64
2016,5,21,TULN,78.80,57.72,77.26,8.41,0.00,0.00,66.71
2016,5,22,ALTU,84.34,65.28,86.65,37.07,9.21,1.34,71.19
2016,5,22,BEAV,84.72,66.34,78.85,37.22,4.79,0.01,73.48
2016,5,22,NRMN,82.18,65.98,74.40,16.59,4.18,0.00,71.02
2016,5,22,TISH,80.15,65.98,77.77,13.17,1.70,0.00,74.98
2016,5,22,TULN,81.68,64.27,67.75,13.29,1.67,0.00,69.03
2016,5,23,ALTU,84.45,61.86,87.71,27.85,3.10,0.69,71.46
2016,5,23,BEAV,88.54,63.39,64.97,26.04,1.91,0.00,75.11
2016,5,23,NRMN,77.27,64.08,86.48,16.69,0.64,0.44,70.80
2016,5,23,TISH,76.77,62.26,90.24,23.04,2.54,0.82,73.45
2016,5,23,TULN,71.67,62.65,83.18,15.60,0.91,0.45,68.86
2016,5,24,ALTU,87.44,63.82,81.48,24.43,4.55,0.50,73.18
2016,5,24,BEAV,93.00,66.70,67.58,31.85,2.50,0.00,77.93
2016,5,24,NRMN,86.38,70.59,77.75,19.71,6.40,0.03,72.72
2016,5,24,TISH,83.03,64.83,87.36,18.88,0.97,0.56,76.10
2016,5,24,TULN,86.20,68.22,76.55,19.04,2.64,0.06,69.97
2016,5,25,ALTU,94.95,71.42,74.96,20.98,7.70,0.00,75.89
2016,5,25,BEAV,92.82,59.40,46.75,23.33,3.69,0.00,78.62
2016,5,25,NRMN,87.39,74.89,80.03,20.92,6.50,0.00,75.02
2016,5,25,TISH,83.44,73.36,88.06,18.54,1.46,0.00,77.38
2016,5,25,TULN,87.35,64.45,78.06,21.70,3.70,1.18,70.84
2016,5,26,ALTU,90.14,67.86,77.15,33.38,6.30,0.03,77.04
2016,5,26,BEAV,91.85,50.02,47.57,25.19,1.68,0.00,76.62
2016,5,26,NRMN,84.72,63.05,76.69,23.87,6.90,1.06,74.94
2016,5,26,TISH,79.41,70.21,87.04,22.41,5.36,0.02,76.41
2016,5,26,TULN,84.16,73.24,76.60,22.01,6.33,0.00,72.90
2016,5,27,ALTU,88.48,66.87,60.28,24.85,0.07,0.00,75.44
2016,5,27,BEAV,79.66,48.63,55.41,27.56,5.76,0.00,74.72
2016,5,27,NRMN,83.73,63.57,73.35,24.49,2.10,0.22,69.65
2016,5,27,TISH,77.68,63.90,86.87,28.79,1.12,0.39,75.03
2016,5,27,TULN,78.44,67.15,74.74,13.90,2.30,0.00,72.41
2016,5,28,ALTU,89.02,58.03,58.59,12.58,1.03,0.00,75.92
2016,5,28,BEAV,83.97,46.63,56.02,12.99,2.18,0.00,75.39
2016,5,28,NRMN,82.09,62.26,78.66,10.45,1.68,0.00,71.99
2016,5,28,TISH,82.78,63.61,83.33,10.43,2.74,0.00,78.08
2016,5,28,TULN,81.54,65.32,72.31,12.42,0.00,0.00,72.59
2016,5,29,ALTU,90.54,60.93,68.09,25.32,0.09,0.24,76.24
2016,5,29,BEAV,78.17,54.30,66.53,35.05,0.70,0.00,72.63
2016,5,29,NRMN,87.17,67.53,66.06,11.92,1.25,0.00,73.98
2016,5,29,TISH,84.56,66.42,81.12,16.60,0.38,0.45,79.23
2016,5,29,TULN,86.74,65.66,72.20,13.91,0.00,0.01,73.21
2016,5,30,ALTU,86.38,61.41,70.55,18.61,1.10,0.00,76.35
2016,5,30,BEAV,85.15,45.76,62.54,17.49,0.04,0.00,73.77
2016,5,30,NRMN,81.43,65.17,79.57,16.07,0.29,0.09,74.06
2016,5,30,TISH,80.49,64.35,84.39,25.37,0.56,1.82,78.88
2016,5,30,TULN,76.78,63.88,83.70,11.31,0.08,0.08,72.60
2016,5,31,ALTU,88.57,65.39,80.27,21.99,2.06,0.26,76.82
2016,5,31,BEAV,76.01,56.37,75.07,36.60,1.39,0.54,72.77
2016,5,31,NRMN,81.43,66.79,84.81,20.96,2.22,0.23,74.16
2016,5,31,TISH,75.99,64.13,95.91,13.65,0.03,0.18,76.63
2016,5,31,TULN,81.41,62.10,82.86,9.27,0.00,0.15,72.13
2016,6,1,ALTU,78.01,64.33,91.67,21.27,0.16,0.79,74.86
2016,6,1,BEAV,77.65,55.69,78.04,15.48,0.15,0.00,70.28
2016,6,1,NRMN,73.35,66.09,93.02,12.33,0.00,0.40,72.87
2016,6,1,TISH,78.39,63.90,88.88,10.02,0.13,0.04,75.53
2016,6,1,TULN,78.75,67.80,82.75,9.56,0.15,0.05,72.72
2016,6,2,ALTU,76.73,64.24,94.56,17.25,4.50,0.53,73.19
2016,6,2,BEAV,79.66,55.98,77.86,18.88,0.04,0.00,71.85
2016,6,2,NRMN,76.55,66.69,91.63,20.98,0.15,0.09,72.18
2016,6,2,TISH,71.19,64.35,97.69,12.74,0.02,1.81,73.97
2016,6,2,TULN,80.91,67.98,88.68,15.26,0.00,0.23,72.81
2016,6,3,ALTU,82.00,65.44,85.92,14.44,0.84,0.05,74.20
2016,6,3,BEAV,86.70,51.84,67.45,12.33,0.04,0.00,75.52
2016,6,3,NRMN,78.60,66.02,88.92,10.44,0.54,0.04,71.90
2016,6,3,TISH,79.72,66.87,91.04,11.37,0.62,0.14,74.77
2016,6,3,TULN,79.30,67.51,84.72,7.23,0.05,0.02,73.03
2016,6,4,ALTU,91.89,65.07,67.54,22.68,0.94,0.00,76.13
2016,6,4,BEAV,86.52,59.68,52.52,19.26,0.02,0.00,77.90
2016,6,4,NRMN,85.48,62.11,74.44,17.51,0.00,0.18,72.71
2016,6,4,TISH,82.47,65.37,84.55,11.56,0.00,0.00,77.58
2016,6,4,TULN,85.69,64.20,69.09,13.46,0.00,0.20,73.34
2016,6,5,ALTU,89.73,59.68,56.03,15.39,1.29,0.00,76.10
2016,6,5,BEAV,84.92,47.77,52.06,10.00,0.47,0.00,77.95
2016,6,5,NRMN,83.37,57.18,57.88,17.18,0.00,0.00,72.02
2016,6,5,TISH,83.12,59.68,69.10,15.27,2.34,0.00,77.46
2016,6,5,TULN,82.83,61.41,58.34,11.75,0.00,0.00,73.10
2016,6,6,ALTU,92.05,60.57,54.97,10.03,0.07,0.00,76.95
2016,6,6,BEAV,90.97,53.01,47.22,12.90,0.00,0.00,79.53
2016,6,6,NRMN,85.15,56.52,60.36,13.10,0.00,0.00,71.97
2016,6,6,TISH,83.86,58.80,71.02,11.38,0.89,0.00,78.31
2016,6,6,TULN,86.74,59.59,60.37,5.94,0.00,0.00,73.17
2016,6,7,ALTU,90.77,63.57,58.45,14.16,0.07,0.00,76.10
2016,6,7,BEAV,90.66,61.27,52.40,18.63,1.88,0.00,81.36
2016,6,7,NRMN,89.26,60.08,58.76,10.15,0.00,0.00,72.65
2016,6,7,TISH,88.30,58.84,71.14,8.08,0.00,0.00,79.15
2016,6,7,TULN,87.08,63.75,62.24,7.70,0.00,0.00,73.92
2016,6,8,ALTU,94.10,65.12,55.24,22.64,0.07,0.00,76.11
2016,6,8,BEAV,95.16,66.90,41.53,27.11,6.57,0.00,81.78
2016,6,8,NRMN,89.87,66.69,58.75,13.99,2.43,0.00,74.23
2016,6,8,TISH,90.16,61.29,67.95,12.37,0.35,0.00,80.55
2016,6,8,TULN,91.78,64.96,59.79,13.35,0.00,0.00,74.81
2016,6,9,ALTU,94.03,67.84,59.32,21.77,7.34,0.00,76.75
2016,6,9,BEAV,93.74,69.89,52.69,24.96,0.19,0.00,81.77
2016,6,9,NRMN,88.27,68.36,61.67,14.81,3.08,0.00,75.76
2016,6,9,TISH,89.24,64.44,70.68,15.78,0.00,0.00,81.05
2016,6,9,TULN,90.30,72.46,56.95,15.82,2.44,0.00,75.51
2016,6,10,ALTU,94.19,71.71,61.28,19.46,7.83,0.00,77.92
2016,6,10,BEAV,89.83,68.97,62.10,24.27,3.81,0.16,80.55
2016,6,10,NRMN,90.45,71.91,62.90,15.24,4.43,0.00,77.48
2016,6,10,TISH,89.60,67.46,69.83,15.83,1.27,0.00,82.06
2016,6,10,TULN,90.61,75.36,57.75,14.36,3.38,0.00,76.20
2016,6,11,ALTU,93.27,70.88,70.33,25.84,4.20,0.00,78.21
2016,6,11,BEAV,94.35,69.37,58.57,25.68,0.73,0.00,81.93
2016,6,11,NRMN,91.02,71.38,70.40,14.76,3.51,0.00,78.86
2016,6,11,TISH,89.10,69.13,80.37,14.49,1.16,0.00,82.20
2016,6,11,TULN,91.45,75.49,60.84,12.50,2.82,0.00,76.83
2016,6,12,ALTU,92.34,70.59,75.09,18.90,0.21,0.03,79.57
2016,6,12,BEAV,93.52,63.05,64.20,18.23,0.62,0.00,83.16
2016,6,12,NRMN,80.87,68.54,90.00,15.51,3.67,0.49,77.53
2016,6,12,TISH,84.20,70.23,92.96,16.33,0.34,0.20,79.94
2016,6,12,TULN,87.53,74.01,70.24,19.66,0.00,0.18,77.29
2016,6,13,ALTU,91.13,69.28,82.42,23.09,3.81,0.46,79.51
2016,6,13,BEAV,86.22,62.28,79.97,37.18,1.57,2.03,79.40
2016,6,13,NRMN,83.32,68.85,89.69,18.37,0.27,0.00,76.77
2016,6,13,TISH,82.26,69.37,92.33,13.52,0.00,0.00,79.11
2016,6,13,TULN,87.08,72.86,77.21,9.69,0.13,0.00,77.47
2016,6,14,ALTU,93.65,65.89,80.14,34.47,1.74,1.20,78.96
2016,6,14,BEAV,90.91,65.46,68.55,25.97,0.60,0.11,77.92
2016,6,14,NRMN,89.65,69.26,75.83,21.34,0.94,0.07,78.37
2016,6,14,TISH,91.04,70.23,84.37,19.37,0.00,0.05,80.81
2016,6,14,TULN,91.98,74.64,68.94,13.06,0.35,0.00,78.43
2016,6,15,ALTU,96.82,74.34,72.45,25.17,6.18,0.00,81.33
2016,6,15,BEAV,97.93,71.01,63.58,20.76,0.58,0.00,80.66
2016,6,15,NRMN,93.18,75.72,75.60,14.04,4.33,0.00,81.67
2016,6,15,TISH,92.64,73.67,80.47,16.02,0.11,0.00,83.42
2016,6,15,TULN,96.22,78.42,68.70,14.05,3.83,0.00,80.38
2016,6,16,ALTU,99.84,74.79,60.92,23.96,3.55,0.00,81.96
2016,6,16,BEAV,94.51,61.45,57.16,20.87,0.68,0.00,81.35
2016,6,16,NRMN,93.63,75.58,70.11,17.13,3.52,0.00,82.62
2016,6,16,TISH,93.11,73.60,79.33,14.87,2.21,0.00,83.78
2016,6,16,TULN,95.29,77.13,66.98,15.25,1.14,0.00,81.02
2016,6,17,ALTU,98.96,76.37,63.09,19.98,4.59,0.00,82.30
2016,6,17,BEAV,97.23,70.61,63.03,22.50,0.59,0.00,84.31
2016,6,17,NRMN,95.04,74.03,68.63,12.57,3.98,0.00,83.42
2016,6,17,TISH,93.90,72.95,74.33,12.25,0.00,0.00,84.60
2016,6,17,TULN,97.90,79.23,63.36,11.00,1.66,0.00,81.62
2016,6,18,ALTU,95.04,73.33,63.91,24.40,3.21,0.00,81.81
2016,6,18,BEAV,86.16,67.23,66.98,24.87,1.14,0.00,85.03
2016,6,18,NRMN,91.22,72.28,74.69,32.46,0.02,0.53,82.82
2016,6,18,TISH,93.18,72.43,78.34,12.94,0.00,0.46,84.59
2016,6,18,TULN,93.54,75.85,75.14,14.29,0.02,0.01,81.74
2016,6,19,ALTU,95.54,71.92,67.59,18.39,0.94,0.04,82.24
2016,6,19,BEAV,92.82,62.62,67.58,20.09,0.14,0.00,84.70
2016,6,19,NRMN,89.15,70.74,73.15,14.73,1.39,0.00,82.10
2016,6,19,TISH,88.95,72.97,76.33,11.86,1.24,0.00,83.28
2016,6,19,TULN,91.18,75.20,59.85,10.86,0.57,0.00,80.94
2016,6,20,ALTU,96.42,71.11,59.18,13.29,2.25,0.00,82.49
2016,6,20,BEAV,95.68,69.31,58.19,18.48,1.73,0.00,85.93
2016,6,20,NRMN,92.59,72.52,64.86,11.86,1.43,0.00,82.71
2016,6,20,TISH,91.47,69.33,73.65,11.03,1.12,0.00,82.87
2016,6,20,TULN,93.11,74.59,58.34,9.00,1.42,0.00,80.83
2016,6,21,ALTU,97.84,67.77,53.71,14.55,0.54,0.00,82.98
2016,6,21,BEAV,96.55,68.68,47.25,20.51,2.43,0.00,86.15
2016,6,21,NRMN,93.43,71.26,61.72,11.97,0.70,0.00,82.98
2016,6,21,TISH,94.05,71.19,70.63,10.59,0.00,0.00,84.69
2016,6,21,TULN,95.59,75.52,56.91,12.37,1.22,0.00,81.03
2016,6,22,ALTU,99.68,73.90,51.19,23.20,4.65,0.00,83.33
2016,6,22,BEAV,101.48,74.01,44.33,28.45,1.18,0.00,87.22
2016,6,22,NRMN,93.27,76.32,61.84,19.01,5.35,0.00,83.06
2016,6,22,TISH,94.53,75.63,69.73,17.52,4.73,0.00,85.67
2016,6,22,TULN,96.39,79.07,56.44,20.29,7.60,0.00,81.57
2016,6,23,ALTU,101.08,73.81,55.41,20.11,4.30,0.00,84.25
2016,6,23,BEAV,88.77,73.13,71.77,18.41,2.14,0.00,85.88
2016,6,23,NRMN,93.42,75.87,67.25,17.94,5.55,0.00,83.74
2016,6,23,TISH,94.06,75.47,72.99,15.82,2.96,0.00,86.68
2016,6,23,TULN,96.24,78.49,63.87,16.60,1.76,0.00,82.51
2016,6,24,ALTU,97.05,72.28,54.48,21.59,0.13,0.00,83.61
2016,6,24,BEAV,95.31,66.78,60.25,27.45,1.74,0.25,84.31
2016,6,24,NRMN,89.56,74.89,65.11,12.53,3.83,0.00,82.65
2016,6,24,TISH,92.62,71.71,68.55,15.99,1.20,0.00,86.84
2016,6,24,TULN,92.39,77.49,61.49,13.71,1.32,0.00,81.98
2016,6,25,ALTU,97.74,71.44,59.59,24.83,6.08,0.00,83.35
2016,6,25,BEAV,96.55,71.06,52.40,26.62,1.38,0.00,84.65
2016,6,25,NRMN,91.67,73.76,67.21,14.50,2.99,0.00,82.17
2016,6,25,TISH,94.21,70.39,71.59,16.85,0.30,0.00,86.57
2016,6,25,TULN,94.71,77.95,57.12,16.37,4.45,0.00,81.90
2016,6,26,ALTU,96.19,72.97,73.75,22.91,3.15,0.17,83.14
2016,6,26,BEAV,89.60,64.29,67.99,15.28,0.10,0.00,85.59
2016,6,26,NRMN,92.01,70.45,76.65,26.06,1.81,1.11,82.94
2016,6,26,TISH,94.41,71.24,72.50,23.71,0.00,0.00,86.78
2016,6,26,TULN,94.93,73.18,67.59,21.03,0.09,0.11,82.50
2016,6,27,ALTU,95.92,68.79,71.58,27.98,0.17,0.00,82.75
2016,6,27,BEAV,95.90,63.48,63.04,13.65,0.48,0.00,86.55
2016,6,27,NRMN,89.55,68.94,75.12,9.56,0.09,0.00,81.81
2016,6,27,TISH,91.47,69.19,86.28,15.35,0.00,0.49,84.28
2016,6,27,TULN,92.16,72.66,71.39,6.91,0.00,0.01,82.29
2016,6,28,ALTU,97.11,68.92,67.00,41.32,1.36,0.41,84.13
2016,6,28,BEAV,94.96,62.56,66.11,25.86,1.10,0.00,86.63
2016,6,28,NRMN,90.63,72.41,67.07,18.84,0.00,0.02,82.67
2016,6,28,TISH,93.16,70.48,72.51,14.37,0.00,0.00,84.09
2016,6,28,TULN,94.24,72.45,56.01,10.62,0.00,0.00,82.27
2016,6,29,ALTU,87.78,69.39,74.36,17.17,0.68,0.02,81.36
2016,6,29,BEAV,90.14,63.97,67.67,29.06,0.16,0.69,82.52
2016,6,29,NRMN,89.80,66.09,62.40,11.38,0.31,0.00,81.84
2016,6,29,TISH,91.02,66.97,70.06,11.44,0.00,0.00,84.43
2016,6,29,TULN,93.83,67.35,54.49,11.71,0.00,0.00,81.58
2016,6,30,ALTU,93.69,70.23,69.88,14.12,0.41,0.00,81.85
2016,6,30,BEAV,91.35,65.34,63.84,25.10,2.09,0.05,82.72
2016,6,30,NRMN,91.06,71.38,63.73,13.31,3.34,0.00,82.02
2016,6,30,TISH,92.91,67.21,73.19,11.56,0.00,0.00,85.24
2016,6,30,TULN,93.87,72.75,64.59,19.19,0.00,0.12,81.83
2016,7,1,ALTU,94.91,72.34,64.10,16.02,1.27,0.00,82.21
2016,7,1,BEAV,83.62,65.08,84.66,19.84,0.00,0.23,80.18
2016,7,1,NRMN,86.88,74.59,73.51,12.96,0.68,0.00,81.47
2016,7,1,TISH,94.73,69.22,69.87,10.24,0.00,0.00,86.08
2016,7,1,TULN,85.64,72.28,87.42,7.68,0.00,0.16,80.20
2016,7,2,ALTU,98.74,71.02,66.84,25.52,6.52,0.26,81.89
2016,7,2,BEAV,92.80,67.06,76.84,41.11,0.74,1.36,77.97
2016,7,2,NRMN,93.07,73.72,63.65,17.62,4.17,0.01,81.98
2016,7,2,TISH,94.66,70.97,67.37,16.82,0.00,0.00,86.74
2016,7,2,TULN,94.95,71.44,65.49,14.05,1.01,0.00,80.89
2016,7,3,ALTU,94.53,72.72,69.06,15.47,2.46,0.00,82.69
2016,7,3,BEAV,84.69,66.06,80.33,13.73,0.00,0.01,78.65
2016,7,3,NRMN,92.98,72.86,75.86,19.37,0.00,2.35,81.79
2016,7,3,TISH,94.51,73.63,69.13,18.01,1.80,0.06,86.57
2016,7,3,TULN,89.94,71.02,79.53,15.60,2.34,0.61,80.55
2016,7,4,ALTU,96.44,72.93,72.89,12.23,1.22,0.00,83.74
2016,7,4,BEAV,97.38,63.63,61.16,16.23,0.00,0.00,80.64
2016,7,4,NRMN,90.79,71.26,80.14,12.16,0.00,0.00,81.28
2016,7,4,TISH,90.48,72.07,80.43,17.77,0.00,0.00,85.85
2016,7,4,TULN,91.29,71.38,72.27,10.64,1.79,0.00,80.91
2016,7,5,ALTU,96.19,72.21,69.15,26.98,4.45,0.27,82.48
2016,7,5,BEAV,98.46,68.43,51.79,24.43,1.37,0.00,83.30
2016,7,5,NRMN,96.22,75.87,68.51,15.42,3.51,0.00,83.11
2016,7,5,TISH,93.85,72.48,73.00,18.28,2.07,0.00,86.81
2016,7,5,TULN,95.79,78.24,66.31,15.94,3.82,0.00,82.93
2016,7,6,ALTU,98.82,71.33,65.40,45.61,3.06,0.03,82.58
2016,7,6,BEAV,99.14,71.67,58.84,25.97,0.49,0.00,85.66
2016,7,6,NRMN,94.42,79.20,66.36,19.48,1.89,0.00,83.41
2016,7,6,TISH,96.33,77.02,66.67,22.86,4.60,0.00,88.24
2016,7,6,TULN,95.43,74.62,65.50,21.50,2.10,0.01,83.25
2016,7,7,ALTU,101.86,74.82,55.18,23.35,7.31,0.00,82.24
2016,7,7,BEAV,100.85,73.53,43.45,30.47,0.40,0.00,87.09
2016,7,7,NRMN,93.67,79.30,63.04,20.22,7.72,0.00,83.49
2016,7,7,TISH,96.91,77.94,64.32,23.35,6.67,0.00,88.97
2016,7,7,TULN,95.16,80.69,60.27,20.27,5.02,0.00,83.13
2016,7,8,ALTU,97.11,70.27,68.85,26.53,1.92,2.53,82.53
2016,7,8,BEAV,90.54,69.76,68.98,22.86,2.75,0.05,85.24
2016,7,8,NRMN,89.62,72.09,79.65,20.58,0.98,0.32,82.60
2016,7,8,TISH,95.13,74.98,68.42,23.17,0.00,0.00,89.72
2016,7,8,TULN,86.25,72.55,76.22,22.30,0.00,0.09,81.06
2016,7,9,ALTU,90.73,70.16,77.56,20.33,2.19,0.00,80.94
2016,7,9,BEAV,95.65,65.50,64.44,18.61,0.27,0.00,85.98
2016,7,9,NRMN,88.97,71.74,75.57,14.20,2.16,0.00,82.22
2016,7,9,TISH,85.42,68.14,85.67,19.46,0.00,0.18,84.41
2016,7,9,TULN,89.37,75.07,74.78,15.35,1.31,0.00,81.16
2016,7,10,ALTU,94.62,68.41,72.98,20.31,4.60,0.00,82.03
2016,7,10,BEAV,98.04,70.09,57.61,30.15,4.02,0.00,86.91
2016,7,10,NRMN,92.41,69.06,67.67,14.54,2.81,0.00,82.46
2016,7,10,TISH,92.68,65.88,75.92,14.25,0.00,0.00,84.11
2016,7,10,TULN,94.64,72.63,67.43,14.42,0.37,0.00,82.00
2016,7,11,ALTU,96.10,75.97,63.64,26.91,8.86,0.00,82.12
2016,7,11,BEAV,101.07,73.85,55.42,31.52,7.17,0.00,86.79
2016,7,11,NRMN,91.87,76.35,69.91,17.01,8.55,0.00,82.38
2016,7,11,TISH,93.54,74.43,69.81,21.77,4.54,0.00,86.94
2016,7,11,TULN,93.76,75.87,65.30,19.51,6.61,0.00,82.73
2016,7,12,ALTU,96.55,76.48,59.90,23.06,7.03,0.00,82.52
2016,7,12,BEAV,93.52,65.35,60.51,27.76,0.46,0.00,88.55
2016,7,12,NRMN,92.14,76.55,62.31,17.42,7.12,0.00,82.23
2016,7,12,TISH,93.85,76.21,63.80,24.00,5.58,0.00,87.76
2016,7,12,TULN,93.67,75.43,61.70,20.96,3.76,0.10,82.32
2016,7,13,ALTU,99.43,75.63,58.44,20.65,7.27,0.00,83.34
2016,7,13,BEAV,97.14,71.67,54.34,20.58,1.66,0.00,89.92
2016,7,13,NRMN,93.02,77.40,63.17,20.38,4.64,0.00,82.62
2016,7,13,TISH,95.43,75.99,66.53,22.79,3.06,0.00,88.82
2016,7,13,TULN,96.53,79.66,58.66,21.72,6.63,0.04,82.18
2016,7,14,ALTU,99.00,69.80,61.06,26.35,4.21,0.03,83.64
2016,7,14,BEAV,87.62,64.20,72.21,30.04,1.39,0.00,87.74
2016,7,14,NRMN,90.28,71.82,72.19,29.46,4.93,0.00,81.52
2016,7,14,TISH,92.59,71.02,72.43,29.30,1.03,0.00,89.00
2016,7,14,TULN,89.53,66.97,65.68,26.98,0.44,1.23,79.14
2016,7,15,ALTU,93.61,65.55,70.56,35.61,2.18,0.96,83.84
2016,7,15,BEAV,95.58,62.37,72.15,41.96,0.19,0.46,86.00
2016,7,15,NRMN,85.64,66.24,74.26,34.78,1.45,1.53,78.59
2016,7,15,TISH,86.81,68.52,81.86,20.29,0.71,0.86,84.71
2016,7,15,TULN,88.20,70.36,71.00,15.08,0.09,0.00,79.14
2016,7,16,ALTU,86.92,67.73,77.51,25.97,1.01,0.32,82.52
2016,7,16,BEAV,90.70,59.20,70.74,22.73,0.19,0.00,80.44
2016,7,16,NRMN,89.87,71.29,70.00,13.56,0.00,0.00,80.73
2016,7,16,TISH,93.02,71.49,74.17,12.82,0.03,0.00,86.01
2016,7,16,TULN,91.54,72.07,71.94,10.52,0.00,0.00,80.68
2016,7,17,ALTU,93.43,71.44,66.51,19.08,4.15,0.00,82.81
2016,7,17,BEAV,100.04,73.20,47.62,26.31,10.28,0.00,83.41
2016,7,17,NRMN,92.71,76.26,59.62,16.07,3.65,0.00,81.63
2016,7,17,TISH,94.15,74.12,64.50,17.77,1.06,0.00,86.96
2016,7,17,TULN,94.68,79.02,58.72,16.25,2.34,0.00,81.83
2016,7,18,ALTU,93.56,71.49,67.92,15.31,6.69,0.00,83.08
2016,7,18,BEAV,99.45,69.58,49.74,23.49,1.93,0.00,85.75
2016,7,18,NRMN,93.67,73.58,63.58,12.79,2.70,0.00,82.38
2016,7,18,TISH,94.57,70.38,70.29,12.52,0.01,0.00,88.13
2016,7,18,TULN,94.69,78.87,59.18,10.93,1.58,0.00,82.47
2016,7,19,ALTU,93.97,72.37,68.14,16.02,5.63,0.00,84.00
2016,7,19,BEAV,97.21,68.68,55.01,19.19,0.00,0.00,86.17
2016,7,19,NRMN,93.07,74.25,64.72,11.86,0.00,0.00,82.63
2016,7,19,TISH,95.86,71.19,71.72,11.10,0.00,0.00,89.73
2016,7,19,TULN,95.04,77.05,63.69,10.19,0.64,0.00,82.95
2016,7,20,ALTU,94.64,72.37,63.92,17.03,2.40,0.00,84.78
2016,7,20,BEAV,100.35,74.84,48.76,24.67,12.83,0.00,87.89
2016,7,20,NRMN,93.78,76.23,64.21,12.79,3.34,0.00,83.27
2016,7,20,TISH,97.03,73.51,68.28,15.95,0.00,0.00,90.65
2016,7,20,TULN,96.13,78.94,61.11,12.81,1.75,0.00,83.76
2016,7,21,ALTU,96.15,72.57,61.72,16.00,5.53,0.00,85.16
2016,7,21,BEAV,102.83,75.13,43.27,23.35,10.28,0.00,89.16
2016,7,21,NRMN,95.29,75.00,60.89,16.34,2.68,0.00,83.74
2016,7,21,TISH,98.35,70.38,67.03,14.10,0.00,0.00,90.84
2016,7,21,TULN,97.84,80.26,55.42,14.71,3.22,0.00,84.29
2016,7,22,ALTU,96.69,70.70,58.28,14.30,3.53,0.00,85.47
2016,7,22,BEAV,104.58,70.66,39.83,21.16,0.99,0.00,90.03
2016,7,22,NRMN,96.48,74.48,55.21,13.82,3.28,0.00,84.08
2016,7,22,TISH,99.30,70.27,64.13,13.81,0.00,0.00,91.41
2016,7,22,TULN,99.79,80.85,49.28,14.35,2.53,0.00,84.51
2016,7,23,ALTU,97.00,71.31,56.77,15.48,4.58,0.00,85.89
2016,7,23,BEAV,103.78,71.40,36.56,23.11,0.97,0.00,90.00
2016,7,23,NRMN,96.76,75.52,54.21,13.48,4.09,0.00,84.30
2016,7,23,TISH,99.63,70.86,62.50,15.44,0.00,0.00,91.95
2016,7,23,TULN,99.41,79.12,48.74,14.57,1.73,0.00,84.83
2016,7,24,ALTU,97.77,73.51,57.23,11.98,3.47,0.00,86.99
2016,7,24,BEAV,97.18,71.40,57.10,21.59,0.00,0.13,86.59
2016,7,24,NRMN,97.18,75.60,59.66,10.71,2.88,0.00,84.92
2016,7,24,TISH,99.01,72.54,62.87,11.60,1.78,0.00,92.87
2016,7,24,TULN,100.08,79.45,52.63,14.09,2.13,0.00,85.50
2016,7,25,ALTU,99.19,76.73,61.37,19.86,1.23,0.00,88.03
2016,7,25,BEAV,87.53,67.41,75.26,22.19,1.04,0.40,83.98
2016,7,25,NRMN,94.32,72.68,65.99,27.67,0.00,1.00,84.85
2016,7,25,TISH,96.67,74.26,71.73,17.37,0.00,0.00,91.60
2016,7,25,TULN,91.67,79.45,66.04,17.81,1.57,0.00,85.05
2016,7,26,ALTU,93.79,73.76,70.48,16.87,0.86,0.01,86.73
2016,7,26,BEAV,92.43,69.28,73.98,14.11,1.19,0.00,84.97
2016,7,26,NRMN,89.17,72.19,81.72,15.58,0.00,0.96,82.85
2016,7,26,TISH,90.70,72.10,83.75,15.16,0.25,0.01,88.68
2016,7,26,TULN,93.67,75.92,78.72,13.32,0.00,0.04,84.28
2016,7,27,ALTU,96.89,73.04,66.47,12.09,0.56,0.00,87.03
2016,7,27,BEAV,96.03,66.69,68.66,28.19,0.29,0.00,85.00
2016,7,27,NRMN,91.89,72.88,78.17,19.39,0.00,0.11,84.15
2016,7,27,TISH,89.31,71.31,87.48,18.68,0.00,0.08,85.76
2016,7,27,TULN,93.97,73.20,78.26,8.40,0.00,0.01,83.47
2016,7,28,ALTU,97.02,72.99,66.15,12.03,0.91,0.00,88.20
2016,7,28,BEAV,96.48,64.40,52.57,17.94,1.43,0.00,85.63
